,상세영업상태명,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,검색명,업소URL,대표메뉴,가격정보,메뉴라벨링,외식비
10,영업,,40.9,120857,서울특별시 서대문구 홍제동 268-7번지 1층 ,서울특별시 서대문구 세무서길 80 1층 (홍제동),3627.0,똥 돼지 마을,20161100000000.0,I,59:59.0,한식,195253.6604,454331.5473,한식,서대문구 홍제동 똥 돼지 마을,18739937,생삼겹살,"15,000원",삼겹살,18056
11,영업,,63.84,120863,서울특별시 서대문구 홍제동 279-63 1층,서울특별시 서대문구 간호대로1길 4 1층 (홍제동),3619.0,우리집,20220700000000.0,I,03:00.0,한식,195394.9883,454898.5217,,서대문구 홍제동 우리집,18743426,비빔냉면,"6,000원",냉면,10423
12,영업,,40.0,120854,서울특별시 서대문구 홍제동 103-2번지 ,서울특별시 서대문구 통일로 388 1층 (홍제동),3633.0,홍제동 이가면옥,20190300000000.0,I,21:43.0,한식,195420.0249,453594.7364,한식,서대문구 홍제동 홍제동 이가면옥,1544728443,물냉면,"7,000원",냉면,10423
13,영업,02 3121212,18.09,120030,서울특별시 서대문구 합동 18-3번지 ,서울특별시 서대문구 서소문로 59 (합동),3741.0,뚱이네 숯불갈비,20170900000000.0,I,59:59.0,한식,197086.6264,451059.5656,한식,서대문구 합동 뚱이네 숯불갈비,18735487,돌솥비빔밥,"7,000원",비빔밥,9654
14,영업,02 3628684,77.28,120160,서울특별시 서대문구 대신동 91 (지상1층) ,서울특별시 서대문구 연대동문길 71 (대신동(지상1층)),3721.0,본죽,20210800000000.0,U,40:00.0,한식,195107.5211,451454.6887,한식,서대문구 대신동 본죽,37870380,해물 약고추장비빔밥,"10,000원",비빔밥,9654
15,영업,,89.0,120808,서울특별시 서대문구 대현동 34-34번지 2층 ,서울특별시 서대문구 이화여대길 76 2층 (대현동),3765.0,육쌈냉면,20181000000000.0,U,36:59.0,냉면집,195007.9136,450783.4864,냉면집,서대문구 대현동 육쌈냉면,37811528,비빔밥 + 숯불고기,"8,000원",비빔밥,9654
16,영업,,52.8,120716,서울특별시 서대문구 충정로3가 476 구세군빌딩 ,서울특별시 서대문구 충정로 7 구세군빌딩 지하2층 (충정로3가),3737.0,진주식당,20220200000000.0,U,40:00.0,한식,196595.5514,450873.2535,한식,서대문구 충정로3가 진주식당,1236770208,김치찌개,7000,김치찌개백반,7423
17,영업,02 3378515,24.4,120834,서울특별시 서대문구 창천동 30-8 ,서울특별시 서대문구 연세로 3-3 1층 (창천동),3789.0,동경집,20200900000000.0,U,40:00.0,한식,194334.2036,450391.5385,한식,서대문구 창천동 동경집,20882934,김치찌개,"6,000원",김치찌개백반,7423
18,영업,02  336 7278,54.0,120834,서울특별시 서대문구 창천동 62-32 ,서울특별시 서대문구 연세로5다길 30 (창천동),3787.0,시골농장,20210800000000.0,U,40:00.0,한식,194090.6191,450516.2265,한식,서대문구 창천동 시골농장,11725759,김치찌개,7000,김치찌개백반,7423
19,영업,02 3229998,225.65,120825,서울특별시 서대문구 연희동 132-54    2층 ,서울특별시 서대문구 연희맛로 31 (연희동   2층),3703.0,걸리부,20201000000000.0,U,40:00.0,한식,193785.722,451727.8012,한식,서대문구 연희동 걸리부,11555240,자장면,"5,000원",자장면,6300
20,영업,,70.2,120819,서울특별시 서대문구 북아현동 136-21번지 e편한세상신촌 4단지(지하1층) B405호,서울특별시 서대문구 신촌로35길 10 B405호 (북아현동 e편한세상신촌 4단지(지하1층)),3772.0,가화반점,20180600000000.0,I,59:59.0,한식,195986.8569,450617.9688,한식,서대문구 북아현동 가화반점,1260872794,짜장면,"6,500원",자장면,6300
21,영업,02  3790761,31.3,120100,서울특별시 서대문구 홍은동 48-238번지 1층 ,서울특별시 서대문구 세검정로1길 30 1층 (홍은동),3616.0,진차이나,20180400000000.0,I,59:59.0,중국식,194931.5794,454476.4286,중국식,서대문구 홍은동 진차이나,18262524,짜장면,"5,500원",자장면,6300
22,영업,203742544,36.3,120812,서울특별시 서대문구 북가좌동 279-12번지 ,서울특별시 서대문구 응암로 116 (북가좌동),3667.0,짜장나라짬뽕나라,20161100000000.0,I,59:59.0,중국식,192308.8448,453379.4394,중국식,서대문구 북가좌동 짜장나라짬뽕나라,31393755,짜장면,"5,000원",자장면,6300
23,영업,02  394 3919,241.05,120100,서울특별시 서대문구 홍은동 48-149번지 1~2층 ,서울특별시 서대문구 세검정로1길 21 1~2층 (홍은동),3615.0,산천마루 누룽지백숙 삼계탕 간장게장,20180600000000.0,I,59:59.0,한식,194882.6446,454472.6309,한식,서대문구 홍은동 산천마루 누룽지백숙 삼계탕 간장게장,34745133,한방삼계탕,15000,삼계탕,15385
24,영업,,41.4,120070,서울특별시 서대문구 영천동 198번지 1층 ,서울특별시 서대문구 영천시장길 40 1층 (영천동),3734.0,도깨비 칼국수,20171100000000.0,I,59:59.0,한식,196519.1792,452004.716,한식,서대문구 영천동 도깨비 칼국수,1270012818,손칼국수,3500,칼국수,8385
25,영업,02 3911279,67.37,120857,서울특별시 서대문구 홍제동 266-185번지 1층 ,서울특별시 서대문구 세검정로3길 64 1층 (홍제동),3623.0,밥보다 국시,20180100000000.0,I,59:59.0,한식,195286.1547,454617.9098,한식,서대문구 홍제동 밥보다 국시,1539259907,들깨 칼국수,"8,500원",칼국수,8385
26,영업,02  305 3277,46.04,120801,서울특별시 서대문구 남가좌동 64-53번지 1층 ,서울특별시 서대문구 가재울로10길 21 (남가좌동 1층),3694.0,성화칼국수,20150400000000.0,I,59:59.0,한식,193056.4897,452678.8886,한식,서대문구 남가좌동 성화칼국수,1018989069,팥칼국수,"7,000원",칼국수,8385
27,영업,02304 9042,85.13,120807,서울특별시 서대문구 남가좌동 344-20 1층 ,서울특별시 서대문구 증가로10길 11 (남가좌동 1층),3665.0,들향기가,20210900000000.0,U,40:00.0,한식,193137.1099,452864.044,한식,서대문구 남가좌동 들향기가,36721134,들깨칼국수,"8,000원",칼국수,8385
28,영업,02  313 3080,44.2,120020,서울특별시 서대문구 미근동 168 2층 전체 ,서울특별시 서대문구 통일로 109 2층 (미근동),3738.0,삼대맛집 명인멸치칼국수,20210700000000.0,U,40:00.0,한식,197044.7463,451385.1525,한식,서대문구 미근동 삼대맛집 명인멸치칼국수,1300378834,칼국수,"6,000원",칼국수,8385
29,영업,02 3121928,75.0,120808,서울특별시 서대문구 대현동 37-3 ,서울특별시 서대문구 이화여대7길 30 1층 (대현동),3766.0,김가네,20210100000000.0,U,40:00.0,한식,194976.8124,450727.977,한식,서대문구 대현동 김가네,11761080,김가네김밥,변동,김밥,2969
30,영업,,55.0,120846,서울특별시 서대문구 홍은동 217-30 1층 ,서울특별시 서대문구 통일로 489 1층 (홍은동),3647.0,심야 별장,20210800000000.0,I,22:51.0,한식,194713.554,454374.305,한식,서대문구 홍은동 심야 별장,1274055096,김밥육회(1++),"20,000원",김밥,2969
31,영업,,16.5,120838,서울특별시 서대문구 충정로3가 128-11번지 ,서울특별시 서대문구 경기대로 34 (충정로3가),3737.0,공감,20120400000000.0,I,59:59.0,한식,196571.835,451142.0968,한식,서대문구 충정로3가 공감,34348830,그냥김밥,"3,000원",김밥,2969
32,영업,02  374 3857,63.11,120802,서울특별시 서대문구 남가좌동 124-1번지 DMC파크뷰자이상가 102동 105호,서울특별시 서대문구 가재울미래로 2 102동 1층 105호 (남가좌동 DMC파크뷰자이상가),3711.0,연희김밥,20160700000000.0,I,59:59.0,김밥(도시락),192726.0,451998.0,김밥(도시락),서대문구 남가좌동 연희김밥,1447626937,연희김밥,"3,000원",김밥,2969
33,영업,02  323 9995,74.38,120825,서울특별시 서대문구 연희동 134-21 (지상1층),서울특별시 서대문구 연희로 115 (연희동(지상1층)),3708.0,김밥천국 연희점,20220800000000.0,U,03:00.0,김밥(도시락),193901.4918,451770.7736,,서대문구 연희동 김밥천국 연희점,1312862384,원조김밥,"2,000원",김밥,2969
34,영업,02  362 5960,49.5,120050,서울특별시 서대문구 냉천동 20-1번지 1층(좌측)2호 (지상1층) ,서울특별시 서대문구 통일로9길 12 (냉천동1층(좌측)2호 (지상1층)),3735.0,김밥천국,20090800000000.0,I,59:59.0,김밥(도시락),196779.8462,451666.313,김밥(도시락),서대문구 냉천동 김밥천국,33021625,야채김밥,"2,000원",김밥,2969
