,상세영업상태명,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,검색명,업소URL,대표메뉴,가격정보,메뉴라벨링,외식비
10,영업,,146.2,156030,서울특별시 동작구 상도동 500-16 1층 ,서울특별시 동작구 상도로 383 (상도동 1층),7027.0,놀부자 정육식당,20200000000000.0,U,2021-10-31 2:40,한식,195961.5667,443647.0864,한식,동작구 상도동놀부자 정육식당,1459730247,생삼겹살,8500원,삼겹살,18056
11,영업,,146.2,156030,서울특별시 동작구 상도동 500-16 1층 ,서울특별시 동작구 상도로 383 (상도동 1층),7027.0,놀부자 정육식당,20200000000000.0,U,2021-10-31 2:40,한식,195961.5667,443647.0864,한식,동작구 상도동놀부자 정육식당,1459730247,생삼겹살,8500원,삼겹살,18056
12,영업,,64.74,156849,서울특별시 동작구 신대방동 395-70번지 전문건설회관 지하1층 ,서울특별시 동작구 보라매로5길 15 (신대방동전문건설회관 지하1층),,늘,20100000000000.0,I,2018-08-31 23:59,한식,193232.0279,443314.0572,한식,동작구 신대방동늘,1380778265,야채비빔밥,7000원,비빔밥,9654
13,영업,,64.74,156849,서울특별시 동작구 신대방동 395-70번지 전문건설회관 지하1층 ,서울특별시 동작구 보라매로5길 15 (신대방동전문건설회관 지하1층),,늘,20100000000000.0,I,2018-08-31 23:59,한식,193232.0279,443314.0572,한식,동작구 신대방동늘,1380778265,야채비빔밥,7000원,비빔밥,9654
14,영업,02 5848519,16.5,156825,서울특별시 동작구 사당동 1018-31번지 ,서울특별시 동작구 사당로30길 72 (사당동),7014.0,다솔김밥,20200000000000.0,U,2020-02-13 2:40,한식,198229.4698,442163.1863,한식,동작구 사당동다솔김밥,1930964885,냉면,6500원,냉면,10423
15,영업,02 5848519,16.5,156825,서울특별시 동작구 사당동 1018-31번지 ,서울특별시 동작구 사당로30길 72 (사당동),7014.0,다솔김밥,20200000000000.0,U,2020-02-13 2:40,한식,198229.4698,442163.1863,한식,동작구 사당동다솔김밥,1930964885,냉면,6500원,냉면,10423
16,영업,02523 5422,56.0,156879,서울특별시 동작구 사당동 223-6번지 ,서울특별시 동작구 사당로16가길 90 1층 (사당동),7009.0,도담,20200000000000.0,I,2018-08-31 23:59,한식,197199.0875,442518.7439,한식,동작구 사당동도담,1527425392,회냉면,"10,000원",냉면,10423
17,영업,070 88645528,71.04,156807,서울특별시 동작구 대방동 17-20 지원빌딩 ,서울특별시 동작구 등용로 88 지원빌딩 1층 (대방동),6933.0,도투머리,20200000000000.0,I,2020-11-05 0:23,한식,193947.7004,445210.6456,한식,동작구 대방동도투머리,1339476382,냉면,6000원,냉면,10423
18,영업,070 88645528,71.04,156807,서울특별시 동작구 대방동 17-20 지원빌딩 ,서울특별시 동작구 등용로 88 지원빌딩 1층 (대방동),6933.0,도투머리,20200000000000.0,I,2020-11-05 0:23,한식,193947.7004,445210.6456,한식,동작구 대방동도투머리,1339476382,냉면,6000원,냉면,10423
19,영업,,25.06,156815,서울특별시 동작구 사당동 128-1 ,서울특별시 동작구 동작대로29길 45 제1동 1층 107호 (사당동),7008.0,마당,20200000000000.0,U,2021-09-01 2:40,한식,198105.2037,442887.2082,한식,동작구 사당동마당,1945290960,메밀들깨칼국수,8000원,칼국수,8385
20,영업,,25.06,156815,서울특별시 동작구 사당동 128-1 ,서울특별시 동작구 동작대로29길 45 제1동 1층 107호 (사당동),7008.0,마당,20200000000000.0,U,2021-09-01 2:40,한식,198105.2037,442887.2082,한식,동작구 사당동마당,1945290960,메밀들깨칼국수,8000원,칼국수,8385
21,영업,,65.2,156821,서울특별시 동작구 사당동 267-28 1층 ,서울특별시 동작구 사당로14길 3 (사당동 1층),7010.0,맛있는 소풍,20200000000000.0,U,2021-12-14 2:40,한식,197475.2575,442393.5048,한식,동작구 사당동맛있는 소풍,20838068,소풍김밥,2500원,김밥,2969
22,영업,,65.2,156821,서울특별시 동작구 사당동 267-28 1층 ,서울특별시 동작구 사당로14길 3 (사당동 1층),7010.0,맛있는 소풍,20200000000000.0,U,2021-12-14 2:40,한식,197475.2575,442393.5048,한식,동작구 사당동맛있는 소풍,20838068,소풍김밥,2500원,김밥,2969
23,영업,02  8238253,110.89,156832,서울특별시 동작구 상도동 365-1번지 1층 ,서울특별시 동작구 상도로 177-1 1층 (상도동),6937.0,명동찌개마을,20200000000000.0,U,2019-01-09 2:40,한식,194477.9257,444726.1571,한식,동작구 상도동명동찌개마을,183662071,뚝배기김치찌개,6000원,김치찌개백반,7423
24,영업,02  8238253,110.89,156832,서울특별시 동작구 상도동 365-1번지 1층 ,서울특별시 동작구 상도로 177-1 1층 (상도동),6937.0,명동찌개마을,20200000000000.0,U,2019-01-09 2:40,한식,194477.9257,444726.1571,한식,동작구 상도동명동찌개마을,183662071,뚝배기김치찌개,6000원,김치찌개백반,7423
25,영업,234789292,82.0,156816,서울특별시 동작구 사당동 139-27 ,서울특별시 동작구 동작대로27다길 8 1층 (사당동),7008.0,미고삼,20200000000000.0,U,2021-03-04 2:40,한식,198192.2944,442781.6882,한식,동작구 사당동미고삼,1866362071,한돈 1등급 생삼겹살,"12,900원",삼겹살,18056
26,영업,,35.52,156840,서울특별시 동작구 상도동 235-37 상현빌딩 ,서울특별시 동작구 성대로29길 1 상현빌딩 1층 (상도동),6962.0,미자네식당,20200000000000.0,U,2021-12-07 2:40,한식,194606.3065,444102.2767,한식,동작구 상도동미자네식당,1640400712,돼지김치찌개,8000원,김치찌개백반,7423
27,영업,,35.52,156840,서울특별시 동작구 상도동 235-37 상현빌딩 ,서울특별시 동작구 성대로29길 1 상현빌딩 1층 (상도동),6962.0,미자네식당,20200000000000.0,U,2021-12-07 2:40,한식,194606.3065,444102.2767,한식,동작구 상도동미자네식당,1640400712,돼지김치찌개,8000원,김치찌개백반,7423
28,영업,,20.0,156879,서울특별시 동작구 사당동 224-52번지 ,서울특별시 동작구 사당로16가길 91 1층 (사당동),7009.0,미트 온라인 축산직판,20200000000000.0,I,2020-05-13 0:23,한식,197176.3831,442515.6631,한식,동작구 사당동미트 온라인 축산직판,1558146710,삼겹살(100g),"1,420원",삼겹살,18056
29,영업,,33.0,156816,서울특별시 동작구 사당동 141-45 ,서울특별시 동작구 사당로29가길 28 1층 (사당동),7008.0,배달돼지 방배사당점,20200000000000.0,I,2021-01-13 0:23,한식,198129.3954,442675.6333,한식,동작구 사당동배달돼지 방배사당점,1266186168,삼겹살 오리지날 set,"19,900원",삼겹살,18056
30,영업,02 8156555,16.01,156804,서울특별시 동작구 노량진동 261-10 ,서울특별시 동작구 노량진로8길 28 (노량진동),6930.0,백가네해물칼국수,20200000000000.0,U,2021-12-14 2:40,한식,194347.0685,445597.5115,한식,동작구 노량진동백가네해물칼국수,18752808,해물칼국수,"8,000원",칼국수,8385
31,영업,8126889,73.9,156030,서울특별시 동작구 상도동 505-8 ,서울특별시 동작구 상도로61길 35 (상도동),7027.0,백채김치찌개,20200000000000.0,U,2020-11-25 2:40,한식,196115.215,443640.4862,한식,동작구 상도동백채김치찌개,36413870,백채찌개,14000원,김치찌개백반,7423
32,영업,02  811 7754,58.8,156861,서울특별시 동작구 흑석동 223-18,서울특별시 동작구 흑석로 88 2층 (흑석동),6973.0,백채김치찌개 중앙대점,20200000000000.0,U,2021-12-04 0:02,한식,196340.6225,444982.102,,동작구 흑석동백채김치찌개 중앙대점,1321242429,백채김치찌개 1인분,"8,000원",김치찌개백반,7423
33,영업,,64.8,156801,서울특별시 동작구 노량진동 120-6번지 문화독서실 ,서울특별시 동작구 만양로 81 1층 (노량진동),6923.0,본죽앤비빔밥 노량진점,20200000000000.0,I,2019-05-03 2:20,한식,195018.5629,445402.3311,한식,동작구 노량진동본죽앤비빔밥 노량진점,18751710,해물 약고추장비빔밥,"10,000원",비빔밥,9654
34,영업,234710565,39.77,156822,서울특별시 동작구 사당동 300-77번지 ,서울특별시 동작구 사당로16길 74 (사당동),7020.0,봉평메밀막국수,20200000000000.0,I,2018-08-31 23:59,한식,197418.292,442042.7098,한식,동작구 사당동봉평메밀막국수,19032866,들깨칼국수,10000원,칼국수,8385
35,영업,234710565,39.77,156822,서울특별시 동작구 사당동 300-77번지 ,서울특별시 동작구 사당로16길 74 (사당동),7020.0,봉평메밀막국수,20200000000000.0,I,2018-08-31 23:59,한식,197418.292,442042.7098,한식,동작구 사당동봉평메밀막국수,19032866,들깨칼국수,10000원,칼국수,8385
36,영업,,43.4,156800,서울특별시 동작구 노량진동 41-5번지 ,서울특별시 동작구 노량진로 110 1층 112호 (노량진동),6928.0,부자왕만두냉면,20200000000000.0,I,2019-07-10 2:21,한식,194450.9386,445665.8267,한식,동작구 노량진동부자왕만두냉면,1103678052,물냉면,6000원,냉면,10423
37,영업,,43.4,156800,서울특별시 동작구 노량진동 41-5번지 ,서울특별시 동작구 노량진로 110 1층 112호 (노량진동),6928.0,부자왕만두냉면,20200000000000.0,I,2019-07-10 2:21,한식,194450.9386,445665.8267,한식,동작구 노량진동부자왕만두냉면,1103678052,물냉면,6000원,냉면,10423
38,영업,02  822 5888,72.6,156808,서울특별시 동작구 대방동 344-5,서울특별시 동작구 알마타길 13-5 1층 (대방동),6939.0,북촌손만두 대방역점,20200000000000.0,U,2021-12-08 0:03,한식,193437.8094,445464.5297,,동작구 대방동북촌손만두 대방역점,1468687091,피냉면(보통/매운맛),"7,500원",냉면,10423
39,영업,,117.5,156831,서울특별시 동작구 상도동 26-11 1층 ,서울특별시 동작구 상도로 219 (상도동 1층),6921.0,상도동함흥면옥,20200000000000.0,U,2020-11-20 2:40,한식,194893.986,444799.6878,한식,동작구 상도동상도동함흥면옥,1574222088,회냉면,"11,000원",냉면,10423
40,영업,,59.4,156090,서울특별시 동작구 사당동 254-11 ,서울특별시 동작구 사당로14가길 8 (사당동),7010.0,생오리 회전 숯불구이,20200000000000.0,U,2021-12-14 2:40,한식,197441.2871,442433.1672,한식,동작구 사당동생오리 회전 숯불구이,20734849,냉면,7000원,냉면,10423
41,영업,,59.4,156090,서울특별시 동작구 사당동 254-11 ,서울특별시 동작구 사당로14가길 8 (사당동),7010.0,생오리 회전 숯불구이,20200000000000.0,U,2021-12-14 2:40,한식,197441.2871,442433.1672,한식,동작구 사당동생오리 회전 숯불구이,20734849,냉면,7000원,냉면,10423
42,영업,,156.0,156713,서울특별시 동작구 신대방동 395-69 보라매아카데미타워 (제210호212호) ,서울특별시 동작구 보라매로5가길 16 (신대방동보라매아카데미타워 (제210호212호)),7071.0,샤우,20200000000000.0,U,2021-09-17 2:40,중국식,193218.364,443239.5811,중국식,동작구 신대방동샤우,13535541,샤우짜장,6000원,자장면,
43,영업,02 8111448,81.62,156030,서울특별시 동작구 상도동 322-15번지 2층 ,서울특별시 동작구 국사봉1길 24 2층 (상도동),7042.0,성대순대촌,20200000000000.0,I,2018-08-31 23:59,한식,193726.0254,444075.2029,한식,동작구 상도동성대순대촌,38522497,삼계탕,12000원,삼계탕,15385
44,영업,02 8111448,81.62,156030,서울특별시 동작구 상도동 322-15번지 2층 ,서울특별시 동작구 국사봉1길 24 2층 (상도동),7042.0,성대순대촌,20200000000000.0,I,2018-08-31 23:59,한식,193726.0254,444075.2029,한식,동작구 상도동성대순대촌,38522497,삼계탕,12000원,삼계탕,15385
45,영업,02 8163556,26.4,156857,서울특별시 동작구 흑석동 54-146 (1층) ,서울특별시 동작구 서달로14나길 28 (흑석동(1층)),6979.0,수목식당,20200000000000.0,U,2020-11-13 2:40,한식,196661.9911,444981.8072,한식,동작구 흑석동수목식당,36183674,칼국수,6000원,칼국수,8385
46,영업,02 8163556,26.4,156857,서울특별시 동작구 흑석동 54-146 (1층) ,서울특별시 동작구 서달로14나길 28 (흑석동(1층)),6979.0,수목식당,20200000000000.0,U,2020-11-13 2:40,한식,196661.9911,444981.8072,한식,동작구 흑석동수목식당,36183674,칼국수,6000원,칼국수,8385
47,영업,,330.0,156857,서울특별시 동작구 흑석동 26-2 블루스톤스포츠 ,서울특별시 동작구 현충로 131 블루스톤스포츠 지하2층 (흑석동),6904.0,숙공,20200000000000.0,U,2020-12-16 2:40,한식,197089.736,444960.9078,한식,동작구 흑석동숙공,1287589412,통삼겹살(150g/국내산),"15,000원",삼겹살,18056
48,영업,02 8152381,29.81,156832,서울특별시 동작구 상도동 369-6 ,서울특별시 동작구 장승배기로10길 9 (상도동),6963.0,순천식당,20200000000000.0,U,2020-12-12 2:40,한식,194604.5176,444709.6999,한식,동작구 상도동순천식당,310632672,삼겹살,"13,000원",삼겹살,18056
49,영업,,27.8,156825,서울특별시 동작구 사당동 1019-9 ,서울특별시 동작구 사당로30길 81 (사당동),7014.0,양푼이 식당,20200000000000.0,U,2021-11-18 2:40,한식,198242.8043,442112.0483,한식,동작구 사당동양푼이 식당,19030945,생고기 김치찌개,7000원,김치찌개백반,7423
50,영업,,27.8,156825,서울특별시 동작구 사당동 1019-9 ,서울특별시 동작구 사당로30길 81 (사당동),7014.0,양푼이 식당,20200000000000.0,U,2021-11-18 2:40,한식,198242.8043,442112.0483,한식,동작구 사당동양푼이 식당,19030945,생고기 김치찌개,7000원,김치찌개백반,7423
51,영업,,27.53,156832,서울특별시 동작구 상도동 360-67 ,서울특별시 동작구 상도로15길 99 1층 (상도동),6949.0,어매순대국,20200000000000.0,U,2020-11-13 2:40,한식,194290.6747,444702.4123,한식,동작구 상도동어매순대국,20933938,냉면,"6,000원",냉면,10423
52,영업,,16.7,156030,서울특별시 동작구 상도동 496-6,서울특별시 동작구 상도로60길 9-1 1층 (상도동),7040.0,엄마손밥집,20200000000000.0,U,2021-12-05 23:08,한식,195891.6505,443568.9768,,동작구 상도동엄마손밥집,341798928,생고기 김치찌개,7000원,김치찌개백반,7423
53,영업,,16.7,156030,서울특별시 동작구 상도동 496-6,서울특별시 동작구 상도로60길 9-1 1층 (상도동),7040.0,엄마손밥집,20200000000000.0,U,2021-12-05 23:08,한식,195891.6505,443568.9768,,동작구 상도동엄마손밥집,341798928,생고기 김치찌개,7000원,김치찌개백반,7423
54,영업,,34.31,156815,서울특별시 동작구 사당동 84-7 ,서울특별시 동작구 동작대로 151-8 1층 (사당동),6996.0,에스제이 에프앤비(SJ F&B),20200000000000.0,I,2022-03-17 0:22,한식,198328.8495,443096.0539,한식,동작구 사당동에스제이 에프앤비(SJ F&B),1080088531,고기고기 김치찌개 1인분,"8,500원",김치찌개백반,7423
55,영업,,27.0,156859,서울특별시 동작구 흑석동 95-16번지 ,서울특별시 동작구 서달로12가길 7 (흑석동),6980.0,옛날 보리밥집,20100000000000.0,I,2018-08-31 23:59,한식,196633.6081,444922.3495,한식,동작구 흑석동옛날 보리밥집,1465306422,김치찌개 ,8000원,김치찌개백반,7423
56,영업,,27.0,156859,서울특별시 동작구 흑석동 95-16번지 ,서울특별시 동작구 서달로12가길 7 (흑석동),6980.0,옛날 보리밥집,20100000000000.0,I,2018-08-31 23:59,한식,196633.6081,444922.3495,한식,동작구 흑석동옛날 보리밥집,1465306422,김치찌개 ,8000원,김치찌개백반,7423
57,영업,02  821 9957,121.88,156840,서울특별시 동작구 상도동 188-40 ,서울특별시 동작구 상도로 148 (상도동),6959.0,옥문,20200000000000.0,U,2021-12-07 2:40,중국식,194264.015,444500.088,중국식,동작구 상도동옥문,1923250609,짜장,"7,000원",자장면,
58,영업,,26.4,156815,서울특별시 동작구 사당동 89-10번지 ,서울특별시 동작구 동작대로29가길 20 1층 (사당동),6997.0,옹심이쇠고기국수집,20200000000000.0,I,2019-11-21 0:23,한식,198306.272,442966.2962,한식,동작구 사당동옹심이쇠고기국수집,1122425306,들깨칼국수,5000원,칼국수,8385
59,영업,,26.4,156815,서울특별시 동작구 사당동 89-10번지 ,서울특별시 동작구 동작대로29가길 20 1층 (사당동),6997.0,옹심이쇠고기국수집,20200000000000.0,I,2019-11-21 0:23,한식,198306.272,442966.2962,한식,동작구 사당동옹심이쇠고기국수집,1122425306,들깨칼국수,5000원,칼국수,8385
60,영업,208178468,22.81,156801,서울특별시 동작구 노량진동 125-14,서울특별시 동작구 만양로14가길 18 (노량진동),6913.0,우리 학사주점,20200000000000.0,U,2021-12-06 0:09,한식,195082.5355,445575.9538,,동작구 노량진동우리 학사주점,1242771730,비빔밥,"5,000원",비빔밥,9654
61,영업,02 8245830,29.7,156800,서울특별시 동작구 노량진동 36-5 ,서울특별시 동작구 노량진로8길 35 (노량진동),6928.0,원조마포갈비,20200000000000.0,U,2020-12-05 2:40,한식,194390.7938,445604.7429,한식,동작구 노량진동원조마포갈비,20834283,부추비빔밥,8000원,비빔밥,9654
62,영업,02 8245830,29.7,156800,서울특별시 동작구 노량진동 36-5 ,서울특별시 동작구 노량진로8길 35 (노량진동),6928.0,원조마포갈비,20200000000000.0,U,2020-12-05 2:40,한식,194390.7938,445604.7429,한식,동작구 노량진동원조마포갈비,20834283,부추비빔밥,8000원,비빔밥,9654
63,영업,02537 9943,46.0,156816,서울특별시 동작구 사당동 139-19번지 외 1필지 1층 ,서울특별시 동작구 동작대로27다길 2 (사당동외 1필지 1층),7008.0,육쌈냉면,20200000000000.0,U,2020-05-01 2:40,한식,198194.8185,442802.6815,한식,동작구 사당동육쌈냉면,20873032,물냉면+숯불고기,"7,000원",냉면,10423
64,영업,02  583 1976,40.46,156824,서울특별시 동작구 사당동 1006-8 ,서울특별시 동작구 동작대로23길 23 1층 (사당동),7013.0,이수 생삼겹살,20200000000000.0,U,2020-08-22 2:40,한식,198199.265,442423.4654,한식,동작구 사당동이수 생삼겹살,1995629009,급랭삼겹살(칠레산),"7,000원",삼겹살,18056
65,영업,02 8132261,42.0,156802,서울특별시 동작구 노량진동 211-58 ,서울특별시 동작구 만양로14다길 7 (노량진동),6914.0,자금성,20200000000000.0,U,2022-02-16 2:40,중국식,195105.9805,445453.4938,중국식,동작구 노량진동자금성,20895762,짜장면,"4,500원",자장면,6300
66,영업,02 8152250,72.9,156801,서울특별시 동작구 노량진동 120-2 ,서울특별시 동작구 만양로 85 (노량진동),6923.0,정동진,20200000000000.0,U,2020-12-04 2:40,한식,195010.9685,445424.4653,한식,동작구 노량진동정동진,13160686,은이버섯한방삼계탕,"15,000원",삼계탕,15385
67,영업,02  812 4530,28.0,156802,서울특별시 동작구 노량진동 221-62번지 1층 ,서울특별시 동작구 만양로 65-1 1층 (노량진동),6926.0,중국관,20200000000000.0,I,2018-08-31 23:59,중국식,195113.315,445255.3802,중국식,동작구 노량진동중국관,1169520702,짜장면,"4,500원",자장면,6300
68,영업,02  813 2264,18.37,156813,서울특별시 동작구 본동 384-7번지 ,서울특별시 동작구 노량진로18길 21 1층 (본동),6916.0,진희네,20200000000000.0,I,2018-08-31 23:59,한식,195598.4283,445548.0496,한식,동작구 본동진희네,1814978256,칼국수,5000원,칼국수,8385
69,영업,02  813 2264,18.37,156813,서울특별시 동작구 본동 384-7번지 ,서울특별시 동작구 노량진로18길 21 1층 (본동),6916.0,진희네,20200000000000.0,I,2018-08-31 23:59,한식,195598.4283,445548.0496,한식,동작구 본동진희네,1814978256,칼국수,5000원,칼국수,8385
70,영업,,43.0,156846,서울특별시 동작구 상도동 299-58,서울특별시 동작구 국사봉길 74 1층 106호 (상도동),7052.0,차고집냉면 동작점,20200000000000.0,U,2021-12-06 22:07,냉면집,193790.5229,443823.891,,동작구 상도동차고집냉면 동작점,1212136013,물냉면,"7,000원",냉면,10423
71,영업,02 8268885,247.07,156030,서울특별시 동작구 상도동 578 ,서울특별시 동작구 강남초등길 24 (상도1동),6912.0,채홍,20200000000000.0,U,2021-07-07 2:40,중국식,195683.0856,444770.2851,중국식,동작구 상도동채홍,18705549,옛날 콩짜장,"7,000원",자장면,
72,영업,267457000,316.0,156813,서울특별시 동작구 노량진동 325번지 신동아리버파크상가 217-220호 ,서울특별시 동작구 만양로 19 (노량진동신동아리버파크상가 217-220호),6920.0,천외천,20200000000000.0,I,2018-08-31 23:59,중국식,195078.2362,445024.4852,중국식,동작구 노량진동천외천,11694371,자장면,7500원,자장면,6300
73,영업,267457000,316.0,156813,서울특별시 동작구 노량진동 325번지 신동아리버파크상가 217-220호 ,서울특별시 동작구 만양로 19 (노량진동신동아리버파크상가 217-220호),6920.0,천외천,20200000000000.0,I,2018-08-31 23:59,중국식,195078.2362,445024.4852,중국식,동작구 노량진동천외천,11694371,자장면,7500원,자장면,
74,영업,02 8239600,313.51,156808,서울특별시 동작구 대방동 341-1번지 ,서울특별시 동작구 여의대방로54길 5 (대방동),6938.0,초록애,20200000000000.0,I,2018-08-31 23:59,한식,193381.6368,445532.4394,한식,동작구 대방동초록애,12054228,김치찌개,7000원,김치찌개백반,7423
75,영업,02 8239600,313.51,156808,서울특별시 동작구 대방동 341-1번지 ,서울특별시 동작구 여의대방로54길 5 (대방동),6938.0,초록애,20200000000000.0,I,2018-08-31 23:59,한식,193381.6368,445532.4394,한식,동작구 대방동초록애,12054228,김치찌개,7000원,김치찌개백반,7423
76,영업,,156.0,156860,서울특별시 동작구 흑석동 181-11번지 ,서울특별시 동작구 흑석로 111 2층 (흑석동),6910.0,초반식당,20200000000000.0,U,2019-09-25 2:40,한식,196500.5961,445150.0666,한식,동작구 흑석동초반식당,1608611702,숙성삼겹살 170g,"13,000원",삼겹살,18056
77,영업,,57.81,156030,서울특별시 동작구 상도동 507-3번지 ,서울특별시 동작구 상도로61길 72 지하1층 B102호 (상도동),7027.0,추억과김밥,20200000000000.0,I,2018-08-31 23:59,김밥(도시락),196284.0741,443586.544,김밥(도시락),동작구 상도동추억과김밥,18698641,양푼비빔밥,6000원,비빔밥,9654
78,영업,,57.81,156030,서울특별시 동작구 상도동 507-3번지 ,서울특별시 동작구 상도로61길 72 지하1층 B102호 (상도동),7027.0,추억과김밥,20200000000000.0,I,2018-08-31 23:59,김밥(도시락),196284.0741,443586.544,김밥(도시락),동작구 상도동추억과김밥,18698641,양푼비빔밥,6000원,비빔밥,9654
79,영업,02 8215400,45.64,156847,서울특별시 동작구 신대방동 347-13 ,서울특별시 동작구 보라매로 106 (신대방동),7053.0,포마토김밥,20200000000000.0,U,2020-12-13 2:40,한식,193595.53,444057.1081,한식,동작구 신대방동포마토김밥,18765663,치즈김밥,3500원,김밥,2969
80,영업,02 8215400,45.64,156847,서울특별시 동작구 신대방동 347-13 ,서울특별시 동작구 보라매로 106 (신대방동),7053.0,포마토김밥,20200000000000.0,U,2020-12-13 2:40,한식,193595.53,444057.1081,한식,동작구 신대방동포마토김밥,18765663,치즈김밥,3500원,김밥,2969
81,영업,,220.4,156755,서울특별시 동작구 흑석동 224-1 중앙대학교병원 ,서울특별시 동작구 흑석로 102 중앙대학교병원 지하1층 B106호 (흑석동),6973.0,한쿡,20200000000000.0,I,2021-04-16 0:22,한식,196469.8398,444981.9379,한식,동작구 흑석동한쿡,1174629728,비빔밥정식,10000원,비빔밥,9654
82,영업,,220.4,156755,서울특별시 동작구 흑석동 224-1 중앙대학교병원 ,서울특별시 동작구 흑석로 102 중앙대학교병원 지하1층 B106호 (흑석동),6973.0,한쿡,20200000000000.0,I,2021-04-16 0:22,한식,196469.8398,444981.9379,한식,동작구 흑석동한쿡,1174629728,비빔밥정식,10000원,비빔밥,9654
83,영업,,39.0,156832,서울특별시 동작구 상도동 365-1번지 ,서울특별시 동작구 상도로 179 (상도동),6937.0,할머니칼국수,20100000000000.0,I,2018-08-31 23:59,한식,194477.9257,444726.1571,한식,동작구 상도동할머니칼국수,38419421,칼국수,"6,000원",칼국수,8385
84,영업,02  32806617,65.0,156800,서울특별시 동작구 노량진동 58-10번지 1층 ,서울특별시 동작구 노량진로14길 14 (노량진동 1층),6922.0,향토밥상,20200000000000.0,U,2020-04-16 2:40,한식,194804.7399,445628.3051,한식,동작구 노량진동향토밥상,1006833539,삼겹살쌈밥 된장찌개,"8,000원",삼겹살,18056
85,영업,02 8120555,13.0,156859,서울특별시 동작구 흑석동 95-16 ,서울특별시 동작구 서달로12가길 7 (흑석동),6980.0,현주네김밥,20200000000000.0,U,2020-12-16 2:40,한식,196633.6081,444922.3495,한식,동작구 흑석동현주네김밥,933257177,유부김밥,"3,500원",김밥,2969
